Monsters,Attacks,meleeweapon,<dmg> 'weapon',,Equips the monster with a melee weapon of this name that has a base damage of <dmg>.
Monsters,Attacks,meleeweaponbonus,<dmg> 'weapon',,Equips the monster with a melee weapon of this name that has a base damage of <dmg>. This weapon will be used in addition to any other attacks the monster has.
Monsters,Attacks,meleeweaponspec,<dmg> 'weapon',,Equips the monsters with a special melee weapon. Any normal melee attacks after this one will not be used if this attack was used. Normally used for lances.
Monsters,Attacks,meleeweaponlong,<dmg> 'weapon',,Equips the monster with a melee weapon of this name that has a base damage of <dmg>. The weapon is long and can be used to attack from the second row.
Monsters,Attacks,meleeweapon50s,<dmg> 'weapon',,Equips the monster with a melee+skip attack that has 50% chance of being used. If it is used the next attack will be skipped.
Monsters,Attacks,rangedweapon,<dmg> 'weapon',,Equips the monster with a ranged weapon of this name that has a base damage of <dmg>.
Monsters,Attacks,rangedweaponbonus,<dmg> 'weapon',,Equips the monster with a ranged weapon of this name that has a base damage of <dmg>. This weapon will be used in addition to any other attacks the monster has.
Monsters,Attacks,rangedweapon25,<dmg> 'weapon',,Equips the monster with a ranged weapon of this name that has a base damage of <dmg>. This weapon has a 25% chance of being used in melee combat.
Monsters,Attacks,rangedweapon50,<dmg> 'weapon',,Equips the monster with a ranged weapon of this name that has a base damage of <dmg>. This weapon has a 50% chance of being used in melee combat.
Monsters,Attacks,rangedweapon50s,<dmg> 'weapon',,Equips the monster with a range+skip weapon that has 50% chance of being used in melee (100% at range). When used the next weapon will be skipped.
Monsters,Attacks,rangedweapon50x,<dmg> 'weapon',,Equips the monster with a range+skip weapon that has 50% chance of being used in melee or range. When used the next weapon will be skipped.
Monsters,Attacks,siegeweapon,<dmg> 'weapon',,Equips the monster with a siege weapon of this name that has a base damage of <dmg>. This weapon will be used in locations that allow sieges like cities and castles. Siege weapons are used in the first ten rounds of combat before any normal attacks are made.
Monsters,Attacks,assassinweapon,<dmg> 'weapon',,Equips the monster with an assassination weapon of this name that has a base damage of <dmg>. This weapon will be used to make an assassination attempt on an enemy before normal combat (including siege weapons) begins. Assassination attempts can only be used by the attacker and cannot be used against summoned creatures the summoner fails to control.
Monsters,Attacks,prebatweapon,<dmg> 'weapon',,Equips the monster with a prebattle effect weapon of this name that has a base damage of <dmg>. This weapon will be used before any normal combat (including assassination) begins.
Monsters,Basic,name,monster name,,This command renames an existing monster. It is not needed when creating a new monster.
Monsters,Basic,spr1,image.tga,,The file name of the normal image for the monster. This command sets the attack sprite to this image as well.The image should be 32x32 or 64x64 for normal sized monsters and 128x128 for huge monsters. A human being should be about 34 pixels tall and there should be 2 pixels of free space between his feet and the bottom of the image.
Monsters,Basic,spr2,image.tga,,The file name of the attack image for the monster. If this is not set then spr1 will be used for this image too. This command must come after the spr1 command.
Monsters,Basic,descr,text,,Description of the monster. The ^ character will be replaced with a newline.
Monsters,Basic,hp,<nbr>,,The maximum number of hit points for the monster. A normal human soldier has 6 hit points and an elite heavily armored soldier has 10 hit points. An ogre has 25 hit points a troll has 56 hit points and giants dragons and other huge monsters can have well over a 100 hit points.
Monsters,Basic,mr,<nbr>,,The magic resistance of the monster. Animals have a magic resistance of 2 a normal human has 4 and a more susceptible human has 3. Apprentice mages have a magic resistance of 6 full mages have 8 and master mages have 9. Some highly magical beings may have even higher magic resistance and they can almost never be affected by magic that is resistible.
Monsters,Basic,str,<nbr>,,The strength of the monster. A normal human soldier has a strength of 4 an elite human soldier has 5 a troll has 8 or 9 and giants and dragons have 10 to 12.
