Terrain,Basic,spr,image.tga,,Sets the image file for the terrain square.
Terrain,Basic,name,name,,Name of the terrain type.
Terrain,Basic,gold,<nbr>,,Gold income for the terrain when owned.
Terrain,Basic,iron,<nbr>,,Iron income for the terrain when owned.
Terrain,Basic,trade,<nbr>,,Trade value of the terrain when owned.
Terrain,Basic,herbs,<nbr>,,Herb income for the terrain when owned.
Terrain,Basic,fungus,<nbr>,,Fungus income for the terrain when owned.
Terrain,Basic,weed,<nbr>,,Weed income for the terrain when owned.
Terrain,Basic,sacr,<nbr>,,Sacrifice income for the terrain when owned.
Terrain,Basic,dead,<nbr>,,The location starts with <nbr> * d6 corpses in it.
Terrain,Basic,hands,<nbr>,,Hands of Glory income for the terrain when owned.
Terrain,Basic,gems,<nbr>,,A bitmask value that determines the gem income of the location. See the Gem Income Bitmask table. Note that you can add multiple 1 income values together to create a higher income value of a certain type of gem. Maximum income for a single gem type is 7.
Terrain,Basic,pop,<nbr>,,A value indicating the size of humanlike population. Farm = 5 City = 50.
Terrain,Basic,lifeforce,<nbr>,,Sets amount of lifeforce that can be drained from the square * 10. A plain has 10 and a forest 30. Negative values means square drain lifeforce with this radius (Pillar of Power has a value of -1).
Terrain,Basic,apcost,<nbr>,,Action Point cost for moving through the terrain.
Terrain,Copy/Clear,clearspec,,,Clears the special attributes of the selected terrain.
Terrain,Copy/Clear,clearfort,,,Clears the fort attributes of the selected terrain.
Terrain,Special,citadel,,,The terrain functions as a citadel when owned.
Terrain,Special,batmap,<batmap nbr>,,Associates the terrain with a certain battle map. See table Battle Maps. This is usually used for fortified locations but villages also have a battle map.
Terrain,Special,walls,,,The location has walls in battle and is a siegable location.
Terrain,Special,woodengate,,,The fort has a wooden gate
Terrain,Special,irongate,,,The fort has an iron gate
Terrain,Special,enchantedgate,,,The fort has an enchanted gate
Terrain,Special,bramblegate,,,Bramble gate
Terrain,Special,barricade,,,Wooden barricade gate
Terrain,Special,earthbarricade,,,Earth barricade gate
Terrain,Special,cloudgate,,,Cloud gate
Terrain,Special,magicwalls,,,Ethereal units cannot pass through walls at this fort
Terrain,Special,burnable,,,The terran can be burned like forest.
Terrain,Special,water,,,The terrain is water and cannot be passed unless it is frozen or the monsters moving through it are amphibian or aquatic.
Terrain,Special,cave,,,The terrain counts as a cave.
Terrain,Special,nostdrec,,,Standard class based recruitment lists are not available in this terrain. Instead there are other units available for recruitment specific to the terrain.
Terrain,Special,ownable,,,The terrain can be claimed for ownership if it provides income the player can use.
Terrain,Special,smoke,,,Pixels with a certain pink color (2450255) will produce smoke. Pixels with color (2350255) will produce flames and smoke.
Terrain,Special,goldboost,,,The terrain provides a global boost to gold income when owned.
Terrain,Special,ironboost,,,The terrain provides a global boost to iron incomewhen owned.
Terrain,Special,tradeboost,,,The terrain provides a global boost to trade points when owned.
Terrain,Special,harvest,,,Structures with this command get double gold income during bumper harvest events. Farms have this attribute.
