Ritual,AI Hints,aiwhere,<terrain nbr>,,restricts the AI to only cast ritual in this terrain
Ritual,AI Hints,aialways,<chance>,,AI will always (if chance = 100 try to cast this ritual but not make any long time plans for it. chance=999 is special and means the AI will also make plans for the ritual.)
Ritual,AI Hints,airare,<chance>,,Reduces the chance of the AI trying to use this ritual. Chance is the chance of casting the ritual and can be from 1-99. -1 is a special value meaning never cast it.
Ritual,AI Hints,aiweakonly,<troop strength>,,AI commander will only cast this ritual if his troop strength is below this value. One spearman gives 10 troop strength points.
Ritual,AI Hints,aionlyplane,<plane nr>,,AI will only cast ritual when on this plane
Ritual,AI Hints,aitarg,<value>,,For long range rituals. 1=try to target squares with enemy commanders 2=try to target valuable squares with corpses in
Ritual,AI Hints,ainothere,<terrain nbr>,,AI will not cast ritual in this terrain
Ritual,AI Hints,ainotclose1,<terrain nbr>,,AI will not cast ritual if close to this terrain radius=1
Ritual,AI Hints,ainotclose2,<terrain nbr>,,AI will not cast ritual if close to this terrain radius=2
Ritual,AI Hints,ainotclose3,<terrain nbr>,,AI will not cast ritual if close to this terrain radius=3
Ritual,AI Hints,ainotnearhome,<mindist>,,AI should not cast this ritual close to home (mindist = nbr of squares away)
Ritual,AI Hints,aiapprspam,<chance>,,AI will dedicate apprentices to stay at home and only spam this ritual. Chance is 0-100
Ritual,AI Hints,ainosimul,,,No more than one commander may plan to cast this ritual at once
Ritual,AI Hints,airestrig,<value>,,AI will always try to cast this ritual if it has at least this many of the primary resource for the ritual
Ritual,AI Hints,aimaxcast,<value>,,An AI player will never cast this ritual more than this number of times in a game
Ritual,Affect Unit,teleportloc,<1-2>,,Teleport target unit to target location. Attribute value 2 means the caster’s entire army is teleported to the target location.
Ritual,Affect Unit,selectfx,<fx nbr>,,Sets mod-fx-nbr to this value. Used by next command.
Ritual,Affect Unit,setfx,<value>,,Gives target unit a fx of type mod-fx-nbr and sets it to this value.
Ritual,Affect Unit,fillmirror,<images>,,Puts a number of images into a mirror -1 = fill to default value (mirrorammo)
Ritual,Affect Unit,killtarg,<dmg>,,Gives between 1 and
Ritual,Affect Unit,updatehome,,,Updates home for target unit to where he stands. This is used to make some immortals resurrect in the correct place.
Ritual,Affect Unit,bentarg,<ben nbr>,,Gives a beneficial bitmask to the target unit. Particularly useful values for rituals are 2^26 to get the twiceborn effect and 2^22 to get a permanent invulnerability.
Ritual,Affect Unit,bentargall,<ben nbr>,,Like bentarg but also affects all the target’s followers.
Ritual,Affect Unit,setvar,<nbr>,,Set the generic modding variable to this value.
Ritual,Affect Unit,bentargvar,<ben nbr>,,Like bentarg but terrain is restricted to the number in the generic modding variable.
Ritual,Basic,ritpow,<pow nbr>,,Sets the ritpow used. If command is not used the latest created newritpow will be used. Existing ritpow numbers can be found in the Ritual Schools table.
Ritual,Basic,level,<1-9>,,The level of the ritual. Usually the level is between 1 (apprentice level) and 3 (master level).
Ritual,Basic,cost,<resource type> <amount>,,Adds a resource cost to the ritual. E.g. cost 4 10 to add a cost of 10 sacrifices. A single ritual can have at most 4 different costs. See table Resource Types for resource types.
Ritual,Basic,terr,<terrain nbr>,,Restrict ritual to this terrain only. Negative numbers can be used for special terrain combinations.
Ritual,Boosts,apcost,<nbr>,,Extra Action Points cost for the rituals.
Ritual,Boosts,rebatefx25,<fx nbr>,,Units with this fx nbr get 25% rebate
Ritual,Boosts,rebatefx50,<fx nbr>,,Units with this fx nbr get 50% rebate
Ritual,Boosts,rebateterr20,<terrain nbr>,,Ritual cost is 20% cheaper in this terrain
Ritual,Boosts,rebateterr50,<terrain nbr>,,Ritual cost is 20% cheaper in this terrain
Ritual,Boosts,terrboost,<terrain nbr>,,Adds 1 to number of summoned monsters when done in this terrain
Ritual,Boosts,terrscale50,<terrain nbr>,,+50% number of summoned monster when done in this terrain
Ritual,Boosts,sacrscale,,,Summoning amount scales with sacrifice production of target square
Ritual,Casting Restrictions,levelreq,<1-9>,,Caster must be exactly this level to use this ritual and cannot have another power at higher level.
Ritual,Casting Restrictions,resrestrict,<res nbr>,,Caster cannot have this resistance bitmask. Useful values are 2^4 for undead 2^20 for immortal and 2^26 for ethereal.
Ritual,Casting Restrictions,resreq,<res nbr>,,Caster must have this resistance bitmask.
Ritual,Casting Restrictions,benrestrict,<ben nbr>,,Caster cannot have this beneficial bitmask
Ritual,Casting Restrictions,fxreq,<fx nbr>,,Unit must have 1+ in this fx to learn and cast this ritual. This command is probably not useful for modding.
Ritual,Casting Restrictions,nomonworldreq,,,Monsters in addstring '(-)…​' must not be in the world
Ritual,Casting Restrictions,nomonplayerreq,,,Monsters in addstring '(-)…​' must not be in the world and owned by the current player
Ritual,Casting Restrictions,nomonmasteryreq,,,Monsters in addstring '(-)…​' must not be in the world and owned by the current player unless level is higher than ritual requires
Ritual,Casting Restrictions,nomonelysiumreq,,,Monsters in addstring '(-)…​' must not be in elysium/sky/agartha. Monster in addstring '(+)…​' will disable following minuses if monster fulfils same requirement. This applies for all nomon… commands.
Ritual,Casting Restrictions,nomonreq,,,Monsters in addstring '(-)…​' must not be at target location.
Ritual,Casting Restrictions,nomonhomereq,,,Monsters in addstring '(-)…​' must not have their home at target location.
Ritual,Casting Restrictions,fewmonreq,<max>,,The monsters in addstring '(-)…​' must not be more than max.
Ritual,Casting Restrictions,minmonreq,<min>,,The monsters in addstring '(-)…​' must be at least 'min' in number.
Ritual,Casting Restrictions,monworldreq,[<min>],1,At least min number (default 1) of the monsters in addstring '(&)…​' must be in the world. The min attribute is optional and can be omitted.
Ritual,Casting Restrictions,monplayerreq,[<min>],1,At least min number (default 1) of the monsters in addstring '(&)…​' must be in the world and owned by the current player. The min attribute is optional and can be omitted.
Ritual,Casting Restrictions,enchherereq,<ench nbr>,,This type of Enchantment must be active where there ritual is cast.
Ritual,Casting Restrictions,nonearby1req,<terrain nbr>,,this terrain cannot be within 1 square when casting the ritual (a 3x3 square area).
Ritual,Casting Restrictions,nonearby3req,<terrain nbr>,,this terrain cannot be within 3 squares when casting the ritual (a 7x7 square area).
Ritual,Casting Restrictions,nonearby5req,<terrain nbr>,,this terrain cannot be within 5 squares when casting the ritual (a 11x11 square area).
Ritual,Casting Restrictions,nonearby7req,<terrain nbr>,,this terrain cannot be within 7 squares when casting the ritual (a 15x15 square area).
Ritual,Casting Restrictions,nonearby99req,<terrain nbr>,,this terrain cannot be anywhere on the same plane when casting the ritual
Ritual,Casting Restrictions,nearby1req,<terrain nbr>,,this terrain must be within 1 square when casting the ritual (a 3x3 square area).
Ritual,Casting Restrictions,nearby3req,<terrain nbr>,,this terrain must be within 3 squares when casting the ritual (a 7x7 square area).
Ritual,Casting Restrictions,nearby5req,<terrain nbr>,,this terrain must be within 5 squares when casting the ritual (a 11x11 square area).
Ritual,Casting Restrictions,nearby7req,<terrain nbr>,,this terrain must be within 7 squares when casting the ritual (a 15x15 square area).
Ritual,Casting Restrictions,nearby99req,<terrain nbr>,,this terrain must be somewhere on the same plane when casting the ritual
Ritual,Casting Restrictions,noportalreq,<0-1>,,location where ritual is cast mustn’t contain a portal
Ritual,Casting Restrictions,maxcast,<value>,,ritual cannot be cast more than this number of times per player
Ritual,Casting Restrictions,planereq,<plane nbr>,,Can only be cast on this plane. See table Plane Numbers.
Ritual,Casting Restrictions,nofxherereq,<fx nbr>,,to be written
Ritual,Casting Restrictions,nofortreq,,,to be written
Ritual,Casting Restrictions,fortreq,,,to be written
Ritual,Casting Restrictions,hasportalreq,<portal nbr>,,to be written
